environment,cpu_time,size,position,factor
clingo,0.0,600,1,
clingo,0.0,500,2,
clingo,0.0,400,3,
clingo,0.0,300,4,
clingo,0.0,100,5,
postgres,2.9400000000001646e-05,200,6,inf
postgres,2.9400000000001646e-05,400,7,100.0
postgres,3.0399999999997097e-05,300,8,103.40136054420202
postgres,3.299999999999415e-05,100,9,108.55263157893849
postgres,3.87999999999944e-05,500,10,117.57575757576144
mariadb,3.87999999999944e-05,100,11,100.0
postgres,4.3399999999993445e-05,600,12,111.85567010309202
mariadb,7.279999999999509e-05,300,13,167.741935483885
mariadb,8.340000000000014e-05,400,14,114.56043956044748
mariadb,8.75999999999988e-05,200,15,105.03597122301996
mariadb,8.939999999999504e-05,600,16,102.0547945205437
mariadb,0.00010200000000000209,1000,17,114.09395973155227
mariadb,0.00010440000000000449,800,18,102.35294117647288
mariadb,0.00010699999999999043,900,19,102.49042145592513
mariadb,0.00010739999999999083,500,20,100.37383177570133
mariadb,0.00011460000000000914,700,21,106.70391061454276
cockroachdb,0.00012579999999998704,500,22,109.77312390922948
cockroachdb,0.00013000000000000788,100,23,103.33863275041438
cockroachdb,0.00013219999999999343,800,24,101.69230769229647
cockroachdb,0.00013859999999998873,600,25,104.8411497730678
cockroachdb,0.0001448000000000116,1000,26,104.47330447332132
cockroachdb,0.00014539999999999554,700,27,100.41436464087286
cockroachdb,0.00014539999999999554,200,28,100.0
postgres,0.00015339999999999243,700,29,105.50206327372567
postgres,0.0001580000000000026,900,30,102.99869621904199
cockroachdb,0.00015820000000000834,900,31,100.12658227848465
cockroachdb,0.0001592000000000038,300,32,100.63211125157736
cockroachdb,0.00017020000000000923,400,33,106.90954773869672
postgres,0.0001728000000000063,800,34,101.52761457109104
postgres,0.0001748000000000083,1000,35,101.15740740740853
xsb,0.0003753999999999996,100,36,214.75972540044722
xsb,0.0013932,200,37,371.1241342567932
xsb,0.0029934000000000002,300,38,214.8578811369509
clingo,0.0040000000000000036,700,39,133.62731342286372
clingo,0.0040000000000000036,200,40,100.0
clingo,0.005999999999999972,800,41,149.99999999999918
xsb,0.0060174,400,42,100.29000000000046
duckdb,0.0072463999999999975,100,43,120.4241034333765
souffle,0.008927000000000001,100,44,123.19220578494155
duckdb,0.008938199999999997,200,45,100.12546208132626
xsb,0.009256200000000001,500,46,103.55776330804865
clingo,0.010000000000000009,900,47,108.03569499362598
xsb,0.0127374,600,48,127.37399999999988
duckdb,0.01387759999999999,300,49,108.95159137657599
xsb,0.017759599999999997,700,50,127.97313656540044
clingo,0.01799999999999997,1000,51,101.35363409085775
duckdb,0.01884779999999999,400,52,104.71000000000012
duckdb,0.02374679999999999,700,53,125.9924235189253
xsb,0.024051999999999997,800,54,101.2852257988445
souffle,0.026006400000000002,200,55,108.1257275902212
neo4j,0.027330999999999994,100,56,105.09336163405926
duckdb,0.02735279999999999,600,57,100.07976290658958
duckdb,0.03161960000000001,500,58,115.5991342751017
xsb,0.0323094,900,59,102.18155827398192
xsb,0.036902599999999994,1000,60,114.21629618624918
duckdb,0.04276419999999999,800,61,115.8839756548319
duckdb,0.04486180000000002,900,62,104.9050373910889
souffle,0.0496684,300,63,110.71423794854414
duckdb,0.0593684,1000,64,119.52951977514878
souffle,0.0814118,400,65,137.12985359214667
neo4j,0.10490419999999996,200,66,128.85625916636158
souffle,0.1106984,500,67,105.52332509089248
souffle,0.1470208,600,68,132.81203703034552
souffle,0.1990556,700,69,135.39281516628938
neo4j,0.22289180000000003,300,70,111.97464427024411
souffle,0.2616562,800,71,117.39157743802149
souffle,0.34357899999999997,900,72,131.30932880627327
souffle,0.3881326,1000,73,112.9674980135573
neo4j,0.4272456,400,74,110.07722618507181
neo4j,0.616604,500,75,144.32073729957665
neo4j,0.8710294000000001,600,76,141.2623661215302
neo4j,1.1955950000000002,700,77,137.26230136433972
neo4j,1.5950757999999996,800,78,133.41271919002665
neo4j,2.1041784,900,79,131.91714149258615
neo4j,2.4099964,1000,80,114.53384370830915
